criteria_prescribing_txt_id,criteria_type,parameter_relationship,schedule_code
"31315","CLINICAL","ANY","4535"
"31317","TREATMENT","ANY","4535"
"31320","TREATMENT","ANY","4535"
"31335","CLINICAL","ANY","4535"
"31339","CLINICAL","ANY","4535"
"31343","CLINICAL","ANY","4535"
"31345","CLINICAL","ANY","4535"
"31353","CLINICAL","ANY","4535"
"31355","CLINICAL","ANY","4535"
"31357","CLINICAL","ANY","4535"
"31362","POPULATION","ANY","4535"
"31367","CLINICAL","ANY","4535"
"31368","CLINICAL","ANY","4535"
"31378","CLINICAL","ANY","4535"
"31380","CLINICAL","ANY","4535"
"31383","POPULATION","ANY","4535"
"31396","CLINICAL","ANY","4535"
"31398","CLINICAL","ANY","4535"
"31401","CLINICAL","ANY","4535"
"31409","CLINICAL","ANY","4535"
"31416","CLINICAL","ANY","4535"
"31422","TREATMENT","ANY","4535"
"31425","TREATMENT","ANY","4535"
"31427","CLINICAL","ANY","4535"
"31429","CLINICAL","ANY","4535"
"31452","CLINICAL","ANY","4535"
"31454","TREATMENT","ANY","4535"
"31456","TREATMENT","ANY","4535"
"31461","CLINICAL","ANY","4535"
"31467","CLINICAL","ANY","4535"
"31473","CLINICAL","ANY","4535"
"31475","CLINICAL","ANY","4535"
"31477","CLINICAL","ANY","4535"
"31486","CLINICAL","ANY","4535"
"31488","CLINICAL","ANY","4535"
"31490","CLINICAL","ANY","4535"
"31492","CLINICAL","ANY","4535"
"31499","CLINICAL","ANY","4535"
"31501","CLINICAL","ANY","4535"
"31504","CLINICAL","ANY","4535"
"31506","CLINICAL","ANY","4535"
"31512","CLINICAL","ANY","4535"
"31514","CLINICAL","ANY","4535"
"31519","CLINICAL","ANY","4535"
"31521","CLINICAL","ANY","4535"
"31524","CLINICAL","ANY","4535"
"31526","CLINICAL","ANY","4535"
"31528","CLINICAL","ANY","4535"
"31530","CLINICAL","ANY","4535"
"31548","CLINICAL","ANY","4535"
"31550","CLINICAL","ANY","4535"
"31553","CLINICAL","ANY","4535"
"31557","CLINICAL","ANY","4535"
"31562","CLINICAL","ANY","4535"
"31565","CLINICAL","ANY","4535"
"31569","CLINICAL","ANY","4535"
"31571","CLINICAL","ANY","4535"
"31572","CLINICAL","ANY","4535"
"31580","CLINICAL","ANY","4535"
"31582","CLINICAL","ANY","4535"
"31587","CLINICAL","ANY","4535"
"31613","CLINICAL","ANY","4535"
"31642","CLINICAL","ANY","4535"
"31645","CLINICAL","ANY","4535"
"31647","CLINICAL","ANY","4535"
"31649","CLINICAL","ANY","4535"
"31651","TREATMENT","ANY","4535"
"31656","CLINICAL","ANY","4535"
"31658","CLINICAL","ANY","4535"
"31701","CLINICAL","ANY","4535"
"31724","CLINICAL","ANY","4535"
"31744","CLINICAL","ANY","4535"
"31782","TREATMENT","ANY","4535"
"31784","CLINICAL","ANY","4535"
"31792","CLINICAL","ANY","4535"
"31794","CLINICAL","ANY","4535"
"31798","CLINICAL","ANY","4535"
"31804","CLINICAL","ANY","4535"
"31806","CLINICAL","ANY","4535"
"31808","CLINICAL","ANY","4535"
"31810","CLINICAL","ANY","4535"
"31814","TREATMENT","ANY","4535"
"31820","POPULATION","ANY","4535"
"31822","CLINICAL","ANY","4535"
"31824","CLINICAL","ANY","4535"
"31832","POPULATION","ANY","4535"
"31834","CLINICAL","ANY","4535"
"31836","TREATMENT","ANY","4535"
"31843","CLINICAL","ANY","4535"
"31845","CLINICAL","ANY","4535"
"31847","CLINICAL","ANY","4535"
"31849","CLINICAL","ANY","4535"
"31851","TREATMENT","ANY","4535"
"31863","CLINICAL","ANY","4535"
"31866","CLINICAL","ANY","4535"
"31868","CLINICAL","ANY","4535"
"31870","CLINICAL","ANY","4535"
"31872","CLINICAL","ANY","4535"
"31874","CLINICAL","ANY","4535"
"31876","CLINICAL","ANY","4535"
"31878","TREATMENT","ANY","4535"
"31882","CLINICAL","ANY","4535"
"31884","CLINICAL","ANY","4535"
"31887","CLINICAL","ANY","4535"
"31893","CLINICAL","ANY","4535"
"31894","CLINICAL","ANY","4535"
"31896","CLINICAL","ANY","4535"
"31898","CLINICAL","ANY","4535"
"31900","CLINICAL","ANY","4535"
"31905","CLINICAL","ANY","4535"
"31911","CLINICAL","ANY","4535"
"31913","CLINICAL","ANY","4535"
"31931","CLINICAL","ANY","4535"
"31940","CLINICAL","ANY","4535"
"31942","CLINICAL","ANY","4535"
"31944","CLINICAL","ANY","4535"
"31946","CLINICAL","ANY","4535"
"31948","CLINICAL","ANY","4535"
"31953","CLINICAL","ANY","4535"
"31965","TREATMENT","ANY","4535"
"31966","TREATMENT","ANY","4535"
"31974","CLINICAL","ANY","4535"
"31983","CLINICAL","ANY","4535"
"31985","CLINICAL","ANY","4535"
"31987","CLINICAL","ANY","4535"
"31989","CLINICAL","ANY","4535"
"31992","CLINICAL","ANY","4535"
"31994","CLINICAL","ANY","4535"
"31996","CLINICAL","ANY","4535"
"31998","TREATMENT","ANY","4535"
"32000","CLINICAL","ANY","4535"
"32004","POPULATION","ANY","4535"
"32008","CLINICAL","ANY","4535"
"32010","CLINICAL","ANY","4535"
"32012","CLINICAL","ANY","4535"
"32014","CLINICAL","ANY","4535"
"32016","TREATMENT","ANY","4535"
"32018","CLINICAL","ANY","4535"
"32020","CLINICAL","ANY","4535"
"32022","TREATMENT","ANY","4535"
"32053","CLINICAL","ANY","4535"
"32055","TREATMENT","ANY","4535"
"32065","CLINICAL","ANY","4535"
"32078","POPULATION","ANY","4535"
"32080","CLINICAL","ANY","4535"
"32114","CLINICAL","ANY","4535"
"32131","CLINICAL","ANY","4535"
"32135","CLINICAL","ANY","4535"
"32138","CLINICAL","ANY","4535"
"32152","CLINICAL","ANY","4535"
"32154","CLINICAL","ANY","4535"
"32156","CLINICAL","ANY","4535"
"32160","CLINICAL","ANY","4535"
"32170","TREATMENT","ANY","4535"
"32173","CLINICAL","ANY","4535"
"32176","CLINICAL","ANY","4535"
"32179","CLINICAL","ANY","4535"
"32181","CLINICAL","ANY","4535"
"32188","CLINICAL","ANY","4535"
"32190","CLINICAL","ANY","4535"
"32202","CLINICAL","ANY","4535"
"32206","CLINICAL","ANY","4535"
"32208","CLINICAL","ANY","4535"
"32209","CLINICAL","ANY","4535"
"32212","CLINICAL","ANY","4535"
"32215","CLINICAL","ANY","4535"
"32220","CLINICAL","ANY","4535"
"32225","CLINICAL","ANY","4535"
"32229","CLINICAL","ANY","4535"
"32232","CLINICAL","ANY","4535"
"32235","CLINICAL","ANY","4535"
"32240","CLINICAL","ANY","4535"
"32242","CLINICAL","ANY","4535"
"32246","CLINICAL","ANY","4535"
"32252","CLINICAL","ANY","4535"
"32255","CLINICAL","ANY","4535"
"32257","TREATMENT","ANY","4535"
"32263","CLINICAL","ANY","4535"
"32265","CLINICAL","ANY","4535"
"32267","CLINICAL","ANY","4535"
"32269","CLINICAL","ANY","4535"
"32271","CLINICAL","ANY","4535"
"32273","CLINICAL","ANY","4535"
"32275","TREATMENT","ANY","4535"
"32293","CLINICAL","ANY","4535"
"32303","CLINICAL","ANY","4535"
"32308","CLINICAL","ANY","4535"
"32331","CLINICAL","ANY","4535"
"32334","POPULATION","ANY","4535"
"32340","CLINICAL","ANY","4535"
"32342","POPULATION","ANY","4535"
"32351","POPULATION","ANY","4535"
"32353","CLINICAL","ANY","4535"
"32356","CLINICAL","ANY","4535"
"32358","CLINICAL","ANY","4535"
"32360","CLINICAL","ANY","4535"
"32362","TREATMENT","ANY","4535"
"32374","CLINICAL","ANY","4535"
"32376","CLINICAL","ANY","4535"
"32378","CLINICAL","ANY","4535"
"32380","TREATMENT","ANY","4535"
"32382","POPULATION","ANY","4535"
"32384","POPULATION","ANY","4535"
"32388","CLINICAL","ANY","4535"
"32390","CLINICAL","ANY","4535"
"32394","CLINICAL","ANY","4535"
"32396","CLINICAL","ANY","4535"
"32410","CLINICAL","ANY","4535"
"32415","CLINICAL","ANY","4535"
"32417","CLINICAL","ANY","4535"
"32419","TREATMENT","ANY","4535"
"32425","CLINICAL","ANY","4535"
"32427","CLINICAL","ANY","4535"
"32438","CLINICAL","ANY","4535"
"32440","TREATMENT","ANY","4535"
"32445","CLINICAL","ANY","4535"
"32448","CLINICAL","ANY","4535"
"32452","CLINICAL","ANY","4535"
"32455","CLINICAL","ANY","4535"
"32471","CLINICAL","ANY","4535"
"32475","CLINICAL","ANY","4535"
"32478","CLINICAL","ANY","4535"
"32480","CLINICAL","ANY","4535"
"32482","CLINICAL","ANY","4535"
"32484","TREATMENT","ANY","4535"
"32487","CLINICAL","ANY","4535"
"32490","CLINICAL","ANY","4535"
"32492","CLINICAL","ANY","4535"
"32494","CLINICAL","ANY","4535"
"32497","CLINICAL","ANY","4535"
"32499","CLINICAL","ANY","4535"
"32500","CLINICAL","ANY","4535"
"32511","TREATMENT","ANY","4535"
"32535","CLINICAL","ANY","4535"
"32550","CLINICAL","ANY","4535"
"32552","CLINICAL","ANY","4535"
"32554","CLINICAL","ANY","4535"
"32556","CLINICAL","ANY","4535"
"32563","TREATMENT","ANY","4535"
"32568","CLINICAL","ANY","4535"
"32571","CLINICAL","ANY","4535"
"32573","CLINICAL","ANY","4535"
"32575","CLINICAL","ANY","4535"
"32578","CLINICAL","ANY","4535"
"32580","CLINICAL","ANY","4535"
"32584","CLINICAL","ANY","4535"
"32588","CLINICAL","ANY","4535"
"32591","CLINICAL","ANY","4535"
"32607","CLINICAL","ANY","4535"
"32609","CLINICAL","ANY","4535"
"32611","CLINICAL","ANY","4535"
"32614","CLINICAL","ANY","4535"
"32616","CLINICAL","ANY","4535"
"32624","TREATMENT","ANY","4535"
"32627","CLINICAL","ANY","4535"
"32660","CLINICAL","ANY","4535"
"32662","CLINICAL","ANY","4535"
"32665","CLINICAL","ANY","4535"
"32667","CLINICAL","ANY","4535"
"32682","CLINICAL","ANY","4535"
"32684","CLINICAL","ANY","4535"
"32686","CLINICAL","ANY","4535"
"32688","CLINICAL","ANY","4535"
"32690","CLINICAL","ANY","4535"
"32697","CLINICAL","ANY","4535"
"32702","CLINICAL","ANY","4535"
"32707","CLINICAL","ANY","4535"
"32709","CLINICAL","ANY","4535"
"32713","CLINICAL","ANY","4535"
"32716","CLINICAL","ANY","4535"
"32717","CLINICAL","ANY","4535"
"32719","CLINICAL","ANY","4535"
"32723","CLINICAL","ANY","4535"
"32725","CLINICAL","ANY","4535"
"32726","CLINICAL","ANY","4535"
"32731","CLINICAL","ANY","4535"
"32733","CLINICAL","ANY","4535"
"32735","CLINICAL","ANY","4535"
"32750","CLINICAL","ANY","4535"
"32753","CLINICAL","ANY","4535"
"32756","CLINICAL","ANY","4535"
"32758","CLINICAL","ANY","4535"
"32779","CLINICAL","ANY","4535"
"32781","CLINICAL","ANY","4535"
"32785","CLINICAL","ANY","4535"
"32786","CLINICAL","ANY","4535"
"32793","CLINICAL","ANY","4535"
"32795","CLINICAL","ANY","4535"
"32801","CLINICAL","ANY","4535"
"32803","CLINICAL","ANY","4535"
"32805","CLINICAL","ANY","4535"
"32822","CLINICAL","ANY","4535"
"32824","CLINICAL","ANY","4535"
"32826","CLINICAL","ANY","4535"
"32829","CLINICAL","ANY","4535"
"32833","CLINICAL","ANY","4535"
"32835","CLINICAL","ANY","4535"
"32837","CLINICAL","ANY","4535"
"32839","CLINICAL","ANY","4535"
"32841","CLINICAL","ANY","4535"
"32846","TREATMENT","ANY","4535"
"32860","TREATMENT","ANY","4535"
"32862","CLINICAL","ANY","4535"
"32864","CLINICAL","ANY","4535"
"32899","CLINICAL","ANY","4535"
"32901","CLINICAL","ANY","4535"
"32909","CLINICAL","ANY","4535"
"32911","CLINICAL","ANY","4535"
"32913","CLINICAL","ANY","4535"
"32917","CLINICAL","ANY","4535"
"32919","CLINICAL","ANY","4535"
"32921","CLINICAL","ANY","4535"
"32923","TREATMENT","ANY","4535"
"32927","CLINICAL","ANY","4535"
"32929","CLINICAL","ANY","4535"
"32930","CLINICAL","ANY","4535"
"32938","CLINICAL","ANY","4535"
"32942","CLINICAL","ANY","4535"
"32944","CLINICAL","ANY","4535"
"32947","CLINICAL","ANY","4535"
"32951","CLINICAL","ANY","4535"
"32957","CLINICAL","ANY","4535"
"32959","CLINICAL","ANY","4535"
"32961","CLINICAL","ANY","4535"
"32963","CLINICAL","ANY","4535"
"32966","CLINICAL","ANY","4535"
"32968","CLINICAL","ANY","4535"
"32970","CLINICAL","ANY","4535"
"32976","CLINICAL","ANY","4535"
"32979","CLINICAL","ANY","4535"
"32981","CLINICAL","ANY","4535"
"32983","CLINICAL","ANY","4535"
"32985","CLINICAL","ANY","4535"
"32990","CLINICAL","ANY","4535"
"32992","CLINICAL","ANY","4535"
"32994","CLINICAL","ANY","4535"
"32996","CLINICAL","ANY","4535"
"33001","CLINICAL","ANY","4535"
"33004","CLINICAL","ANY","4535"
"33007","CLINICAL","ANY","4535"
"33009","CLINICAL","ANY","4535"
"33012","CLINICAL","ANY","4535"
"33015","CLINICAL","ANY","4535"
"33024","CLINICAL","ANY","4535"
"33027","CLINICAL","ANY","4535"
"33029","CLINICAL","ANY","4535"
"33032","CLINICAL","ANY","4535"
"33039","CLINICAL","ANY","4535"
"33042","CLINICAL","ANY","4535"
"33043","POPULATION","ANY","4535"
"33058","CLINICAL","ANY","4535"
"33060","CLINICAL","ANY","4535"
"33062","CLINICAL","ANY","4535"
"33067","TREATMENT","ANY","4535"
"33070","CLINICAL","ANY","4535"
"33072","CLINICAL","ANY","4535"
"33074","CLINICAL","ANY","4535"
"33082","CLINICAL","ANY","4535"
"33085","CLINICAL","ANY","4535"
"33094","CLINICAL","ANY","4535"
"33096","CLINICAL","ANY","4535"
"33098","CLINICAL","ANY","4535"
"33101","CLINICAL","ANY","4535"
"33104","CLINICAL","ANY","4535"
"33106","CLINICAL","ANY","4535"
"33108","CLINICAL","ANY","4535"
"33110","CLINICAL","ANY","4535"
"33112","CLINICAL","ANY","4535"
"33115","CLINICAL","ANY","4535"
"33117","CLINICAL","ANY","4535"
"33119","POPULATION","ANY","4535"
"33123","CLINICAL","ANY","4535"
"33129","CLINICAL","ANY","4535"
"33132","CLINICAL","ANY","4535"
"33135","CLINICAL","ANY","4535"
"33137","CLINICAL","ANY","4535"
"33139","CLINICAL","ANY","4535"
"33142","CLINICAL","ANY","4535"
"33145","TREATMENT","ANY","4535"
"33149","CLINICAL","ANY","4535"
"33152","CLINICAL","ANY","4535"
"33154","CLINICAL","ANY","4535"
"33157","CLINICAL","ANY","4535"
"33169","CLINICAL","ANY","4535"
"33179","CLINICAL","ANY","4535"
"33207","CLINICAL","ANY","4535"
"33209","CLINICAL","ANY","4535"
"33212","CLINICAL","ANY","4535"
"33214","CLINICAL","ANY","4535"
"33216","TREATMENT","ANY","4535"
"33218","CLINICAL","ANY","4535"
"33223","TREATMENT","ANY","4535"
"33225","TREATMENT","ANY","4535"
"33227","TREATMENT","ANY","4535"
"33232","CLINICAL","ANY","4535"
"33238","CLINICAL","ANY","4535"
"33241","CLINICAL","ANY","4535"
"33242","CLINICAL","ANY","4535"
"33245","CLINICAL","ANY","4535"
"33247","CLINICAL","ANY","4535"
"33249","CLINICAL","ANY","4535"
"33251","CLINICAL","ANY","4535"
"33257","TREATMENT","ANY","4535"
"33260","CLINICAL","ANY","4535"
"33271","CLINICAL","ANY","4535"
"33276","TREATMENT","ANY","4535"
"33291","CLINICAL","ANY","4535"
"33293","CLINICAL","ANY","4535"
"33295","TREATMENT","ANY","4535"
"33297","CLINICAL","ANY","4535"
"33299","CLINICAL","ANY","4535"
"33317","CLINICAL","ANY","4535"
"33319","CLINICAL","ANY","4535"
"33321","CLINICAL","ANY","4535"
"33324","CLINICAL","ANY","4535"
"33326","TREATMENT","ANY","4535"
"33329","POPULATION","ANY","4535"
"33334","CLINICAL","ANY","4535"
"33343","CLINICAL","ANY","4535"
"33347","CLINICAL","ANY","4535"
"33360","CLINICAL","ANY","4535"
"33362","CLINICAL","ANY","4535"
"33365","CLINICAL","ANY","4535"
"33368","CLINICAL","ANY","4535"
"33373","CLINICAL","ANY","4535"
"33375","TREATMENT","ANY","4535"
"33380","CLINICAL","ANY","4535"
"33382","TREATMENT","ANY","4535"
"33398","CLINICAL","ANY","4535"
"33432","CLINICAL","ANY","4535"
"33434","CLINICAL","ANY","4535"
"33436","CLINICAL","ANY","4535"
"33444","TREATMENT","ANY","4535"
"33448","CLINICAL","ANY","4535"
"33451","CLINICAL","ANY","4535"
"33453","CLINICAL","ANY","4535"
"33455","CLINICAL","ANY","4535"
"33457","CLINICAL","ANY","4535"
"33459","CLINICAL","ANY","4535"
"33462","CLINICAL","ANY","4535"
"33467","CLINICAL","ANY","4535"
"33473","CLINICAL","ANY","4535"
"33477","TREATMENT","ANY","4535"
"33479","CLINICAL","ANY","4535"
"33481","CLINICAL","ANY","4535"
"33483","CLINICAL","ANY","4535"
"33486","CLINICAL","ANY","4535"
"33513","CLINICAL","ANY","4535"
"33523","CLINICAL","ANY","4535"
"33525","CLINICAL","ANY","4535"
"33527","TREATMENT","ANY","4535"
"33529","TREATMENT","ANY","4535"
"33533","CLINICAL","ANY","4535"
"33535","CLINICAL","ANY","4535"
"33537","CLINICAL","ANY","4535"
"33541","CLINICAL","ANY","4535"
"33545","POPULATION","ANY","4535"
"33548","CLINICAL","ANY","4535"
"33550","CLINICAL","ANY","4535"
"33552","CLINICAL","ANY","4535"
"33558","CLINICAL","ANY","4535"
"33560","CLINICAL","ANY","4535"
"33562","CLINICAL","ANY","4535"
"33564","CLINICAL","ANY","4535"
"33567","CLINICAL","ANY","4535"
"33569","TREATMENT","ANY","4535"
"33607","CLINICAL","ANY","4535"
"33609","TREATMENT","ANY","4535"
"33623","TREATMENT","ANY","4535"
"33626","CLINICAL","ANY","4535"
"33702","CLINICAL","ANY","4535"
"33722","CLINICAL","ANY","4535"
"33724","POPULATION","ANY","4535"
"33731","TREATMENT","ANY","4535"
"33736","CLINICAL","ANY","4535"
"33738","CLINICAL","ANY","4535"
"33740","CLINICAL","ANY","4535"
"33742","TREATMENT","ANY","4535"
"33748","CLINICAL","ANY","4535"
"33751","CLINICAL","ANY","4535"
"33761","CLINICAL","ANY","4535"
"33763","CLINICAL","ANY","4535"
"33765","CLINICAL","ANY","4535"
"33776","CLINICAL","ANY","4535"
"33780","CLINICAL","ANY","4535"
"33782","CLINICAL","ANY","4535"
"33790","CLINICAL","ANY","4535"
"33792","CLINICAL","ANY","4535"
"33800","CLINICAL","ANY","4535"
"33803","CLINICAL","ANY","4535"
"33805","CLINICAL","ANY","4535"
"33808","CLINICAL","ANY","4535"
"33815","CLINICAL","ANY","4535"
"33819","CLINICAL","ANY","4535"
"33821","CLINICAL","ANY","4535"
"33823","CLINICAL","ANY","4535"
"33832","CLINICAL","ANY","4535"
"33837","CLINICAL","ANY","4535"
"33840","CLINICAL","ANY","4535"
"33869","TREATMENT","ANY","4535"
"33872","CLINICAL","ANY","4535"
"33877","CLINICAL","ANY","4535"
"33883","CLINICAL","ANY","4535"
"33918","CLINICAL","ANY","4535"
"33922","CLINICAL","ANY","4535"
"33958","CLINICAL","ANY","4535"
"33961","CLINICAL","ANY","4535"
"33964","CLINICAL","ANY","4535"
"33969","CLINICAL","ANY","4535"
"33996","CLINICAL","ANY","4535"
"33998","CLINICAL","ANY","4535"
"34000","TREATMENT","ANY","4535"
"34002","CLINICAL","ANY","4535"
"34007","CLINICAL","ANY","4535"
"34014","CLINICAL","ANY","4535"
"34017","CLINICAL","ANY","4535"
"34023","CLINICAL","ANY","4535"
"34025","CLINICAL","ANY","4535"
"34027","CLINICAL","ANY","4535"
"34029","TREATMENT","ANY","4535"
"34039","CLINICAL","ANY","4535"
"34044","CLINICAL","ANY","4535"
"34060","POPULATION","ANY","4535"
"34066","CLINICAL","ANY","4535"
"34068","CLINICAL","ANY","4535"
"34072","CLINICAL","ANY","4535"
"34076","CLINICAL","ANY","4535"
"34079","CLINICAL","ANY","4535"
"34080","CLINICAL","ANY","4535"
"34084","CLINICAL","ANY","4535"
"34088","CLINICAL","ANY","4535"
"34099","CLINICAL","ANY","4535"
"34112","TREATMENT","ANY","4535"
"34114","TREATMENT","ANY","4535"
"34116","TREATMENT","ANY","4535"
"34118","TREATMENT","ANY","4535"
"34120","TREATMENT","ANY","4535"
"34164","CLINICAL","ANY","4535"
"34201","CLINICAL","ANY","4535"
"34203","CLINICAL","ANY","4535"
"34205","CLINICAL","ANY","4535"
"34207","CLINICAL","ANY","4535"
"34211","CLINICAL","ANY","4535"
"34237","CLINICAL","ANY","4535"
"34244","POPULATION","ANY","4535"
"34286","TREATMENT","ANY","4535"
