pbs_code,prescriber_code,prescriber_type,schedule_code
"8385H","N","Nurse Practitioners","4535"
"8386J","M","Medical Practitioners","4535"
"8386J","N","Nurse Practitioners","4535"
"8387K","M","Medical Practitioners","4535"
"8387K","N","Nurse Practitioners","4535"
"8388L","M","Medical Practitioners","4535"
"8388L","N","Nurse Practitioners","4535"
"8389M","M","Medical Practitioners","4535"
"8389M","N","Nurse Practitioners","4535"
"8390N","M","Medical Practitioners","4535"
"8390N","N","Nurse Practitioners","4535"
"8393R","M","Medical Practitioners","4535"
"8393R","N","Nurse Practitioners","4535"
"8394T","M","Medical Practitioners","4535"
"8394T","N","Nurse Practitioners","4535"
"8398B","M","Medical Practitioners","4535"
"8398B","N","Nurse Practitioners","4535"
"8399C","M","Medical Practitioners","4535"
"8399C","N","Nurse Practitioners","4535"
"8404H","M","Medical Practitioners","4535"
"8404H","N","Nurse Practitioners","4535"
"8405J","M","Medical Practitioners","4535"
"8405J","N","Nurse Practitioners","4535"
"8406K","M","Medical Practitioners","4535"
"8406K","N","Nurse Practitioners","4535"
"8407L","M","Medical Practitioners","4535"
"8407L","N","Nurse Practitioners","4535"
"8408M","M","Medical Practitioners","4535"
"8408M","N","Nurse Practitioners","4535"
"8409N","M","Medical Practitioners","4535"
"8409N","N","Nurse Practitioners","4535"
"8412R","M","Medical Practitioners","4535"
"8412R","N","Nurse Practitioners","4535"
"8413T","M","Medical Practitioners","4535"
"8413T","N","Nurse Practitioners","4535"
"8417B","M","Medical Practitioners","4535"
"8417B","N","Nurse Practitioners","4535"
"8420E","M","Medical Practitioners","4535"
"8420E","N","Nurse Practitioners","4535"
"8421F","M","Medical Practitioners","4535"
"8421F","N","Nurse Practitioners","4535"
"8425K","M","Medical Practitioners","4535"
"8425K","N","Nurse Practitioners","4535"
"8426L","M","Medical Practitioners","4535"
"8426L","N","Nurse Practitioners","4535"
"8427M","M","Medical Practitioners","4535"
"8427M","N","Nurse Practitioners","4535"
"8428N","M","Medical Practitioners","4535"
"8428N","N","Nurse Practitioners","4535"
"8430Q","M","Medical Practitioners","4535"
"8430Q","N","Nurse Practitioners","4535"
"8431R","M","Medical Practitioners","4535"
"8431R","N","Nurse Practitioners","4535"
"8432T","M","Medical Practitioners","4535"
"8432T","N","Nurse Practitioners","4535"
"8433W","M","Medical Practitioners","4535"
"8433W","N","Nurse Practitioners","4535"
"8434X","M","Medical Practitioners","4535"
"8434X","N","Nurse Practitioners","4535"
"8435Y","M","Medical Practitioners","4535"
"8435Y","N","Nurse Practitioners","4535"
"8439E","M","Medical Practitioners","4535"
"8439E","N","Nurse Practitioners","4535"
"8440F","M","Medical Practitioners","4535"
"8440F","N","Nurse Practitioners","4535"
"8445L","M","Medical Practitioners","4535"
"8445L","N","Nurse Practitioners","4535"
"8447N","M","Medical Practitioners","4535"
"8447N","N","Nurse Practitioners","4535"
"8448P","M","Medical Practitioners","4535"
"8448P","N","Nurse Practitioners","4535"
"8449Q","M","Medical Practitioners","4535"
"8449Q","N","Nurse Practitioners","4535"
"8450R","M","Medical Practitioners","4535"
"8450R","N","Nurse Practitioners","4535"
"8451T","M","Medical Practitioners","4535"
"8451T","N","Nurse Practitioners","4535"
"8452W","M","Medical Practitioners","4535"
"8452W","N","Nurse Practitioners","4535"
"8453X","M","Medical Practitioners","4535"
"8453X","N","Nurse Practitioners","4535"
"8455B","M","Medical Practitioners","4535"
"8455B","N","Nurse Practitioners","4535"
"8456C","M","Medical Practitioners","4535"
"8456C","N","Nurse Practitioners","4535"
"8457D","M","Medical Practitioners","4535"
"8457D","N","Nurse Practitioners","4535"
"8458E","M","Medical Practitioners","4535"
"8458E","N","Nurse Practitioners","4535"
"8459F","M","Medical Practitioners","4535"
"8461H","M","Medical Practitioners","4535"
"8461H","N","Nurse Practitioners","4535"
"8462J","M","Medical Practitioners","4535"
"8462J","N","Nurse Practitioners","4535"
"8463K","M","Medical Practitioners","4535"
"8463K","N","Nurse Practitioners","4535"
"8464L","M","Medical Practitioners","4535"
"8464L","N","Nurse Practitioners","4535"
"8465M","M","Medical Practitioners","4535"
"8465M","N","Nurse Practitioners","4535"
"8470T","M","Medical Practitioners","4535"
"8470T","N","Nurse Practitioners","4535"
"8477E","M","Medical Practitioners","4535"
"8477E","N","Nurse Practitioners","4535"
"8478F","M","Medical Practitioners","4535"
"8478F","N","Nurse Practitioners","4535"
"8479G","M","Medical Practitioners","4535"
"8479G","N","Nurse Practitioners","4535"
"8480H","M","Medical Practitioners","4535"
"8480H","N","Nurse Practitioners","4535"
"8481J","M","Medical Practitioners","4535"
"8481J","N","Nurse Practitioners","4535"
"8482K","M","Medical Practitioners","4535"
"8482K","N","Nurse Practitioners","4535"
"8483L","M","Medical Practitioners","4535"
"8483L","N","Nurse Practitioners","4535"
"8487Q","M","Medical Practitioners","4535"
"8487Q","N","Nurse Practitioners","4535"
"8487Q","W","Midwives","4535"
"8488R","M","Medical Practitioners","4535"
"8488R","N","Nurse Practitioners","4535"
"8489T","M","Medical Practitioners","4535"
"8489T","N","Nurse Practitioners","4535"
"8491X","M","Medical Practitioners","4535"
"8491X","N","Nurse Practitioners","4535"
"8492Y","M","Medical Practitioners","4535"
"8492Y","N","Nurse Practitioners","4535"
"8493B","M","Medical Practitioners","4535"
"8493B","N","Nurse Practitioners","4535"
"8494C","M","Medical Practitioners","4535"
"8494C","N","Nurse Practitioners","4535"
"8495D","M","Medical Practitioners","4535"
"8495D","N","Nurse Practitioners","4535"
"8496E","M","Medical Practitioners","4535"
"8496E","N","Nurse Practitioners","4535"
"8497F","M","Medical Practitioners","4535"
"8497F","N","Nurse Practitioners","4535"
"8498G","M","Medical Practitioners","4535"
"8498G","N","Nurse Practitioners","4535"
"8499H","M","Medical Practitioners","4535"
"8499H","N","Nurse Practitioners","4535"
"8500J","M","Medical Practitioners","4535"
"8500J","N","Nurse Practitioners","4535"
"8501K","M","Medical Practitioners","4535"
"8501K","N","Nurse Practitioners","4535"
"8502L","M","Medical Practitioners","4535"
"8502L","N","Nurse Practitioners","4535"
"8503M","M","Medical Practitioners","4535"
"8503M","N","Nurse Practitioners","4535"
"8504N","M","Medical Practitioners","4535"
"8504N","N","Nurse Practitioners","4535"
"8505P","M","Medical Practitioners","4535"
"8505P","N","Nurse Practitioners","4535"
"8506Q","M","Medical Practitioners","4535"
"8506Q","N","Nurse Practitioners","4535"
"8507R","M","Medical Practitioners","4535"
"8507R","N","Nurse Practitioners","4535"
"8508T","M","Medical Practitioners","4535"
"8508T","N","Nurse Practitioners","4535"
"8509W","M","Medical Practitioners","4535"
"8509W","N","Nurse Practitioners","4535"
"8510X","M","Medical Practitioners","4535"
"8510X","N","Nurse Practitioners","4535"
"8510X","W","Midwives","4535"
"8511Y","M","Medical Practitioners","4535"
"8511Y","N","Nurse Practitioners","4535"
"8512B","M","Medical Practitioners","4535"
"8512B","N","Nurse Practitioners","4535"
"8513C","M","Medical Practitioners","4535"
"8513C","N","Nurse Practitioners","4535"
"8516F","M","Medical Practitioners","4535"
"8516F","N","Nurse Practitioners","4535"
"8517G","M","Medical Practitioners","4535"
"8517G","N","Nurse Practitioners","4535"
"8518H","M","Medical Practitioners","4535"
"8518H","N","Nurse Practitioners","4535"
"8519J","M","Medical Practitioners","4535"
"8519J","N","Nurse Practitioners","4535"
"8520K","M","Medical Practitioners","4535"
"8520K","N","Nurse Practitioners","4535"
"8521L","M","Medical Practitioners","4535"
"8521L","N","Nurse Practitioners","4535"
"8523N","M","Medical Practitioners","4535"
"8523N","N","Nurse Practitioners","4535"
"8524P","M","Medical Practitioners","4535"
"8524P","N","Nurse Practitioners","4535"
"8525Q","M","Medical Practitioners","4535"
"8525Q","N","Nurse Practitioners","4535"
"8527T","M","Medical Practitioners","4535"
"8527T","N","Nurse Practitioners","4535"
"8532C","M","Medical Practitioners","4535"
"8532C","N","Nurse Practitioners","4535"
"8533D","M","Medical Practitioners","4535"
"8533D","N","Nurse Practitioners","4535"
"8534E","M","Medical Practitioners","4535"
"8534E","N","Nurse Practitioners","4535"
"8535F","M","Medical Practitioners","4535"
"8535F","N","Nurse Practitioners","4535"
"8541M","M","Medical Practitioners","4535"
"8541M","N","Nurse Practitioners","4535"
"8542N","M","Medical Practitioners","4535"
"8542N","N","Nurse Practitioners","4535"
"8543P","M","Medical Practitioners","4535"
"8543P","N","Nurse Practitioners","4535"
"8558K","M","Medical Practitioners","4535"
"8558K","N","Nurse Practitioners","4535"
"8558K","W","Midwives","4535"
"8559L","M","Medical Practitioners","4535"
"8559L","N","Nurse Practitioners","4535"
"8561N","M","Medical Practitioners","4535"
"8561N","N","Nurse Practitioners","4535"
"8562P","M","Medical Practitioners","4535"
"8562P","N","Nurse Practitioners","4535"
"8565T","M","Medical Practitioners","4535"
"8566W","M","Medical Practitioners","4535"
"8567X","M","Medical Practitioners","4535"
"8567X","N","Nurse Practitioners","4535"
"8571D","M","Medical Practitioners","4535"
"8571D","N","Nurse Practitioners","4535"
"8574G","M","Medical Practitioners","4535"
"8574G","N","Nurse Practitioners","4535"
"8575H","M","Medical Practitioners","4535"
"8575H","N","Nurse Practitioners","4535"
"8577K","M","Medical Practitioners","4535"
"8577K","N","Nurse Practitioners","4535"
"8578L","M","Medical Practitioners","4535"
"8578L","N","Nurse Practitioners","4535"
"8580N","M","Medical Practitioners","4535"
"8580N","N","Nurse Practitioners","4535"
"8581P","M","Medical Practitioners","4535"
"8581P","N","Nurse Practitioners","4535"
"8582Q","M","Medical Practitioners","4535"
"8582Q","N","Nurse Practitioners","4535"
"8583R","M","Medical Practitioners","4535"
"8583R","N","Nurse Practitioners","4535"
"8584T","M","Medical Practitioners","4535"
"8584T","N","Nurse Practitioners","4535"
"8585W","M","Medical Practitioners","4535"
"8585W","N","Nurse Practitioners","4535"
"8586X","M","Medical Practitioners","4535"
"8586X","N","Nurse Practitioners","4535"
"8587Y","M","Medical Practitioners","4535"
"8587Y","N","Nurse Practitioners","4535"
"8588B","M","Medical Practitioners","4535"
"8588B","N","Nurse Practitioners","4535"
"8591E","M","Medical Practitioners","4535"
"8591E","N","Nurse Practitioners","4535"
"8594H","M","Medical Practitioners","4535"
"8594H","N","Nurse Practitioners","4535"
"8595J","M","Medical Practitioners","4535"
"8595J","N","Nurse Practitioners","4535"
"8596K","M","Medical Practitioners","4535"
"8596K","N","Nurse Practitioners","4535"
"8597L","M","Medical Practitioners","4535"
"8597L","N","Nurse Practitioners","4535"
"8598M","M","Medical Practitioners","4535"
"8598M","N","Nurse Practitioners","4535"
"8599N","M","Medical Practitioners","4535"
"8599N","N","Nurse Practitioners","4535"
"8600P","M","Medical Practitioners","4535"
"8600P","N","Nurse Practitioners","4535"
"8601Q","M","Medical Practitioners","4535"
"8601Q","N","Nurse Practitioners","4535"
"8604W","M","Medical Practitioners","4535"
"8604W","N","Nurse Practitioners","4535"
"8605X","M","Medical Practitioners","4535"
"8605X","N","Nurse Practitioners","4535"
"8606Y","M","Medical Practitioners","4535"
"8606Y","N","Nurse Practitioners","4535"
"8607B","M","Medical Practitioners","4535"
"8607B","N","Nurse Practitioners","4535"
"8607B","W","Midwives","4535"
"8609D","M","Medical Practitioners","4535"
"8609D","N","Nurse Practitioners","4535"
"8612G","M","Medical Practitioners","4535"
"8612G","N","Nurse Practitioners","4535"
"8616L","M","Medical Practitioners","4535"
"8616L","N","Nurse Practitioners","4535"
"8617M","M","Medical Practitioners","4535"
"8617M","N","Nurse Practitioners","4535"
"8618N","M","Medical Practitioners","4535"
"8618N","N","Nurse Practitioners","4535"
"8620Q","M","Medical Practitioners","4535"
"8620Q","N","Nurse Practitioners","4535"
"8621R","M","Medical Practitioners","4535"
"8621R","N","Nurse Practitioners","4535"
"8622T","M","Medical Practitioners","4535"
"8622T","N","Nurse Practitioners","4535"
"8623W","M","Medical Practitioners","4535"
"8623W","N","Nurse Practitioners","4535"
"8624X","M","Medical Practitioners","4535"
"8624X","N","Nurse Practitioners","4535"
"8625Y","M","Medical Practitioners","4535"
"8625Y","N","Nurse Practitioners","4535"
"8626B","M","Medical Practitioners","4535"
"8626B","N","Nurse Practitioners","4535"
"8627C","M","Medical Practitioners","4535"
"8627C","N","Nurse Practitioners","4535"
"8628D","M","Medical Practitioners","4535"
"8628D","N","Nurse Practitioners","4535"
"8630F","M","Medical Practitioners","4535"
"8630F","N","Nurse Practitioners","4535"
"8632H","M","Medical Practitioners","4535"
"8632H","N","Nurse Practitioners","4535"
"8633J","M","Medical Practitioners","4535"
"8633J","N","Nurse Practitioners","4535"
"8637N","M","Medical Practitioners","4535"
"8638P","M","Medical Practitioners","4535"
"8639Q","M","Medical Practitioners","4535"
"8639Q","N","Nurse Practitioners","4535"
"8640R","M","Medical Practitioners","4535"
"8640R","N","Nurse Practitioners","4535"
"8644Y","M","Medical Practitioners","4535"
"8644Y","N","Nurse Practitioners","4535"
"8646C","M","Medical Practitioners","4535"
"8647D","M","Medical Practitioners","4535"
"8648E","M","Medical Practitioners","4535"
"8649F","M","Medical Practitioners","4535"
"8649F","N","Nurse Practitioners","4535"
"8650G","M","Medical Practitioners","4535"
"8650G","N","Nurse Practitioners","4535"
"8651H","M","Medical Practitioners","4535"
"8651H","N","Nurse Practitioners","4535"
"8654L","M","Medical Practitioners","4535"
"8654L","N","Nurse Practitioners","4535"
"8655M","M","Medical Practitioners","4535"
"8655M","N","Nurse Practitioners","4535"
"8656N","M","Medical Practitioners","4535"
"8656N","N","Nurse Practitioners","4535"
"8657P","M","Medical Practitioners","4535"
"8657P","N","Nurse Practitioners","4535"
"8658Q","M","Medical Practitioners","4535"
"8658Q","N","Nurse Practitioners","4535"
"8659R","M","Medical Practitioners","4535"
"8659R","N","Nurse Practitioners","4535"
"8660T","M","Medical Practitioners","4535"
"8660T","N","Nurse Practitioners","4535"
"8661W","M","Medical Practitioners","4535"
"8661W","N","Nurse Practitioners","4535"
"8662X","M","Medical Practitioners","4535"
"8663Y","M","Medical Practitioners","4535"
"8663Y","N","Nurse Practitioners","4535"
"8664B","M","Medical Practitioners","4535"
"8664B","N","Nurse Practitioners","4535"
"8669G","M","Medical Practitioners","4535"
"8669G","N","Nurse Practitioners","4535"
"8670H","M","Medical Practitioners","4535"
"8670H","N","Nurse Practitioners","4535"
"8671J","M","Medical Practitioners","4535"
"8671J","N","Nurse Practitioners","4535"
"8676P","M","Medical Practitioners","4535"
"8676P","N","Nurse Practitioners","4535"
"8678R","M","Medical Practitioners","4535"
"8678R","N","Nurse Practitioners","4535"
"8679T","M","Medical Practitioners","4535"
"8679T","N","Nurse Practitioners","4535"
"8694N","M","Medical Practitioners","4535"
"8694N","N","Nurse Practitioners","4535"
"8695P","M","Medical Practitioners","4535"
"8695P","N","Nurse Practitioners","4535"
"8696Q","M","Medical Practitioners","4535"
"8696Q","N","Nurse Practitioners","4535"
"8697R","M","Medical Practitioners","4535"
"8697R","N","Nurse Practitioners","4535"
"8698T","M","Medical Practitioners","4535"
"8698T","N","Nurse Practitioners","4535"
"8700X","M","Medical Practitioners","4535"
"8700X","N","Nurse Practitioners","4535"
"8701Y","M","Medical Practitioners","4535"
"8701Y","N","Nurse Practitioners","4535"
"8702B","M","Medical Practitioners","4535"
"8702B","N","Nurse Practitioners","4535"
"8703C","M","Medical Practitioners","4535"
"8703C","N","Nurse Practitioners","4535"
"8704D","M","Medical Practitioners","4535"
"8704D","N","Nurse Practitioners","4535"
"8705E","M","Medical Practitioners","4535"
"8705E","N","Nurse Practitioners","4535"
"8705E","W","Midwives","4535"
"8707G","M","Medical Practitioners","4535"
"8708H","M","Medical Practitioners","4535"
"8709J","M","Medical Practitioners","4535"
"8710K","M","Medical Practitioners","4535"
"8710K","N","Nurse Practitioners","4535"
"8711L","M","Medical Practitioners","4535"
"8712M","M","Medical Practitioners","4535"
"8712M","N","Nurse Practitioners","4535"
"8713N","M","Medical Practitioners","4535"
"8714P","M","Medical Practitioners","4535"
"8715Q","M","Medical Practitioners","4535"
"8716R","M","Medical Practitioners","4535"
"8716R","N","Nurse Practitioners","4535"
"8717T","M","Medical Practitioners","4535"
"8717T","N","Nurse Practitioners","4535"
"8718W","M","Medical Practitioners","4535"
"8718W","N","Nurse Practitioners","4535"
"8719X","M","Medical Practitioners","4535"
"8719X","N","Nurse Practitioners","4535"
"8720Y","M","Medical Practitioners","4535"
"8720Y","N","Nurse Practitioners","4535"
"8724E","M","Medical Practitioners","4535"
"8725F","M","Medical Practitioners","4535"
"8728J","M","Medical Practitioners","4535"
"8728J","N","Nurse Practitioners","4535"
"8729K","M","Medical Practitioners","4535"
"8729K","N","Nurse Practitioners","4535"
"8730L","M","Medical Practitioners","4535"
"8730L","N","Nurse Practitioners","4535"
"8731M","M","Medical Practitioners","4535"
"8731M","N","Nurse Practitioners","4535"
"8732N","M","Medical Practitioners","4535"
"8732N","N","Nurse Practitioners","4535"
"8733P","M","Medical Practitioners","4535"
"8733P","N","Nurse Practitioners","4535"
"8734Q","M","Medical Practitioners","4535"
"8734Q","N","Nurse Practitioners","4535"
"8735R","M","Medical Practitioners","4535"
"8735R","N","Nurse Practitioners","4535"
"8736T","M","Medical Practitioners","4535"
"8736T","N","Nurse Practitioners","4535"
"8737W","M","Medical Practitioners","4535"
"8738X","M","Medical Practitioners","4535"
"8738X","N","Nurse Practitioners","4535"
"8741C","M","Medical Practitioners","4535"
"8744F","M","Medical Practitioners","4535"
"8744F","N","Nurse Practitioners","4535"
"8746H","M","Medical Practitioners","4535"
"8746H","N","Nurse Practitioners","4535"
"8753Q","M","Medical Practitioners","4535"
"8753Q","N","Nurse Practitioners","4535"
"8757X","M","Medical Practitioners","4535"
"8757X","N","Nurse Practitioners","4535"
"8758Y","M","Medical Practitioners","4535"
"8758Y","N","Nurse Practitioners","4535"
"8760C","M","Medical Practitioners","4535"
"8760C","N","Nurse Practitioners","4535"
"8761D","M","Medical Practitioners","4535"
"8761D","N","Nurse Practitioners","4535"
"8762E","M","Medical Practitioners","4535"
"8762E","N","Nurse Practitioners","4535"
"8763F","M","Medical Practitioners","4535"
"8763F","N","Nurse Practitioners","4535"
"8764G","M","Medical Practitioners","4535"
"8764G","N","Nurse Practitioners","4535"
"8765H","M","Medical Practitioners","4535"
"8765H","N","Nurse Practitioners","4535"
"8768L","M","Medical Practitioners","4535"
"8768L","N","Nurse Practitioners","4535"
"8769M","M","Medical Practitioners","4535"
"8770N","M","Medical Practitioners","4535"
"8770N","N","Nurse Practitioners","4535"
"8771P","M","Medical Practitioners","4535"
"8771P","N","Nurse Practitioners","4535"
"8772Q","M","Medical Practitioners","4535"
"8772Q","N","Nurse Practitioners","4535"
"8775W","M","Medical Practitioners","4535"
"8775W","N","Nurse Practitioners","4535"
"8778B","M","Medical Practitioners","4535"
"8779C","M","Medical Practitioners","4535"
"8780D","M","Medical Practitioners","4535"
"8780D","N","Nurse Practitioners","4535"
"8781E","M","Medical Practitioners","4535"
"8781E","N","Nurse Practitioners","4535"
"8782F","M","Medical Practitioners","4535"
"8782F","N","Nurse Practitioners","4535"
"8783G","M","Medical Practitioners","4535"
"8783G","N","Nurse Practitioners","4535"
"8784H","M","Medical Practitioners","4535"
"8784H","N","Nurse Practitioners","4535"
"8787L","M","Medical Practitioners","4535"
"8787L","N","Nurse Practitioners","4535"
"8789N","M","Medical Practitioners","4535"
"8789N","N","Nurse Practitioners","4535"
"8796Y","M","Medical Practitioners","4535"
"8796Y","N","Nurse Practitioners","4535"
"8797B","M","Medical Practitioners","4535"
"8797B","N","Nurse Practitioners","4535"
"8798C","M","Medical Practitioners","4535"
"8798C","N","Nurse Practitioners","4535"
"8799D","M","Medical Practitioners","4535"
"8799D","N","Nurse Practitioners","4535"
"8801F","M","Medical Practitioners","4535"
"8801F","N","Nurse Practitioners","4535"
"8802G","M","Medical Practitioners","4535"
"8802G","N","Nurse Practitioners","4535"
"8807M","M","Medical Practitioners","4535"
"8807M","N","Nurse Practitioners","4535"
"8814X","M","Medical Practitioners","4535"
"8814X","N","Nurse Practitioners","4535"
"8815Y","M","Medical Practitioners","4535"
"8815Y","N","Nurse Practitioners","4535"
"8816B","M","Medical Practitioners","4535"
"8819E","M","Medical Practitioners","4535"
"8820F","M","Medical Practitioners","4535"
"8821G","M","Medical Practitioners","4535"
"8822H","M","Medical Practitioners","4535"
"8826M","M","Medical Practitioners","4535"
"8826M","N","Nurse Practitioners","4535"
"8829Q","M","Medical Practitioners","4535"
"8829Q","N","Nurse Practitioners","4535"
"8830R","M","Medical Practitioners","4535"
"8830R","N","Nurse Practitioners","4535"
"8833X","M","Medical Practitioners","4535"
"8836C","M","Medical Practitioners","4535"
"8836C","N","Nurse Practitioners","4535"
"8837D","M","Medical Practitioners","4535"
"8837D","N","Nurse Practitioners","4535"
"8839F","M","Medical Practitioners","4535"
"8839F","N","Nurse Practitioners","4535"
"8840G","M","Medical Practitioners","4535"
"8841H","M","Medical Practitioners","4535"
"8842J","M","Medical Practitioners","4535"
"8843K","M","Medical Practitioners","4535"
"8843K","N","Nurse Practitioners","4535"
"8844L","M","Medical Practitioners","4535"
"8846N","M","Medical Practitioners","4535"
"8846N","N","Nurse Practitioners","4535"
"8853Y","M","Medical Practitioners","4535"
"8853Y","N","Nurse Practitioners","4535"
"8854B","M","Medical Practitioners","4535"
"8854B","N","Nurse Practitioners","4535"
"8855C","M","Medical Practitioners","4535"
"8855C","N","Nurse Practitioners","4535"
"8856D","M","Medical Practitioners","4535"
"8856D","N","Nurse Practitioners","4535"
"8857E","M","Medical Practitioners","4535"
"8857E","N","Nurse Practitioners","4535"
"8859G","M","Medical Practitioners","4535"
"8865N","M","Medical Practitioners","4535"
"8865N","N","Nurse Practitioners","4535"
"8866P","M","Medical Practitioners","4535"
"8866P","N","Nurse Practitioners","4535"
"8867Q","M","Medical Practitioners","4535"
"8867Q","N","Nurse Practitioners","4535"
"8868R","M","Medical Practitioners","4535"
"8868R","N","Nurse Practitioners","4535"
"8869T","M","Medical Practitioners","4535"
"8869T","N","Nurse Practitioners","4535"
"8871X","M","Medical Practitioners","4535"
"8872Y","M","Medical Practitioners","4535"
"8872Y","N","Nurse Practitioners","4535"
"8873B","M","Medical Practitioners","4535"
"8873B","N","Nurse Practitioners","4535"
"8874C","M","Medical Practitioners","4535"
"8874C","N","Nurse Practitioners","4535"
"8875D","M","Medical Practitioners","4535"
"8876E","M","Medical Practitioners","4535"
"8877F","M","Medical Practitioners","4535"
"8878G","M","Medical Practitioners","4535"
"8878G","N","Nurse Practitioners","4535"
"8879H","M","Medical Practitioners","4535"
"8879H","N","Nurse Practitioners","4535"
"8880J","M","Medical Practitioners","4535"
"8880J","N","Nurse Practitioners","4535"
"8881K","M","Medical Practitioners","4535"
"8881K","N","Nurse Practitioners","4535"
"8882L","M","Medical Practitioners","4535"
"8882L","N","Nurse Practitioners","4535"
"8883M","M","Medical Practitioners","4535"
"8883M","N","Nurse Practitioners","4535"
"8886Q","M","Medical Practitioners","4535"
"8886Q","N","Nurse Practitioners","4535"
"8887R","M","Medical Practitioners","4535"
"8887R","N","Nurse Practitioners","4535"
"8888T","M","Medical Practitioners","4535"
"8888T","N","Nurse Practitioners","4535"
"8889W","M","Medical Practitioners","4535"
"8889W","N","Nurse Practitioners","4535"
"8891Y","M","Medical Practitioners","4535"
"8891Y","N","Nurse Practitioners","4535"
"8892B","M","Medical Practitioners","4535"
"8892B","N","Nurse Practitioners","4535"
"8893C","M","Medical Practitioners","4535"
"8893C","N","Nurse Practitioners","4535"
"8894D","M","Medical Practitioners","4535"
"8894D","N","Nurse Practitioners","4535"
"8895E","M","Medical Practitioners","4535"
"8895E","N","Nurse Practitioners","4535"
"8896F","M","Medical Practitioners","4535"
"8896F","N","Nurse Practitioners","4535"
"8897G","M","Medical Practitioners","4535"
"8897G","N","Nurse Practitioners","4535"
"8898H","M","Medical Practitioners","4535"
"8934F","M","Medical Practitioners","4535"
"8934F","N","Nurse Practitioners","4535"
"8935G","M","Medical Practitioners","4535"
"8935G","N","Nurse Practitioners","4535"
"8936H","M","Medical Practitioners","4535"
"8936H","N","Nurse Practitioners","4535"
"8952E","M","Medical Practitioners","4535"
"8952E","N","Nurse Practitioners","4535"
"8953F","M","Medical Practitioners","4535"
"8953F","N","Nurse Practitioners","4535"
"8954G","M","Medical Practitioners","4535"
"8954G","N","Nurse Practitioners","4535"
"8955H","M","Medical Practitioners","4535"
"8955H","N","Nurse Practitioners","4535"
"8963R","M","Medical Practitioners","4535"
"8964T","M","Medical Practitioners","4535"
"8965W","M","Medical Practitioners","4535"
"8966X","M","Medical Practitioners","4535"
"8970D","M","Medical Practitioners","4535"
"8970D","N","Nurse Practitioners","4535"
"8972F","M","Medical Practitioners","4535"
"8972F","N","Nurse Practitioners","4535"
"8975J","M","Medical Practitioners","4535"
"8975J","N","Nurse Practitioners","4535"
"8976K","M","Medical Practitioners","4535"
"8976K","N","Nurse Practitioners","4535"
"8977L","M","Medical Practitioners","4535"
"8977L","N","Nurse Practitioners","4535"
"8978M","M","Medical Practitioners","4535"
"8978M","N","Nurse Practitioners","4535"
"8979N","M","Medical Practitioners","4535"
"8979N","N","Nurse Practitioners","4535"
"8980P","M","Medical Practitioners","4535"
"8980P","N","Nurse Practitioners","4535"
"8981Q","M","Medical Practitioners","4535"
"8981Q","N","Nurse Practitioners","4535"
"8983T","M","Medical Practitioners","4535"
"8983T","N","Nurse Practitioners","4535"
"8984W","M","Medical Practitioners","4535"
"8985X","M","Medical Practitioners","4535"
"8985X","N","Nurse Practitioners","4535"
"8985X","W","Midwives","4535"
"9006B","M","Medical Practitioners","4535"
"9006B","N","Nurse Practitioners","4535"
"9007C","M","Medical Practitioners","4535"
"9007C","N","Nurse Practitioners","4535"
"9008D","M","Medical Practitioners","4535"
"9008D","N","Nurse Practitioners","4535"
"9009E","M","Medical Practitioners","4535"
"9010F","M","Medical Practitioners","4535"
"9011G","M","Medical Practitioners","4535"
"9011G","N","Nurse Practitioners","4535"
"9011G","W","Midwives","4535"
"9012H","M","Medical Practitioners","4535"
"9012H","N","Nurse Practitioners","4535"
"9019Q","M","Medical Practitioners","4535"
"9019Q","N","Nurse Practitioners","4535"
"9020R","M","Medical Practitioners","4535"
"9020R","N","Nurse Practitioners","4535"
"9021T","M","Medical Practitioners","4535"
"9021T","N","Nurse Practitioners","4535"
"9022W","M","Medical Practitioners","4535"
"9022W","N","Nurse Practitioners","4535"
"9023X","M","Medical Practitioners","4535"
"9023X","N","Nurse Practitioners","4535"
"9027D","M","Medical Practitioners","4535"
"9027D","N","Nurse Practitioners","4535"
"9028E","M","Medical Practitioners","4535"
"9028E","N","Nurse Practitioners","4535"
"9029F","M","Medical Practitioners","4535"
"9029F","N","Nurse Practitioners","4535"
"9031H","M","Medical Practitioners","4535"
"9031H","N","Nurse Practitioners","4535"
"9033K","M","Medical Practitioners","4535"
"9034L","M","Medical Practitioners","4535"
"9035M","M","Medical Practitioners","4535"
"9036N","M","Medical Practitioners","4535"
"9037P","M","Medical Practitioners","4535"
"9039R","M","Medical Practitioners","4535"
"9039R","N","Nurse Practitioners","4535"
"9040T","M","Medical Practitioners","4535"
"9040T","N","Nurse Practitioners","4535"
"9047E","M","Medical Practitioners","4535"
"9047E","N","Nurse Practitioners","4535"
"9048F","M","Medical Practitioners","4535"
"9048F","N","Nurse Practitioners","4535"
"9048F","W","Midwives","4535"
"9049G","M","Medical Practitioners","4535"
"9049G","N","Nurse Practitioners","4535"
"9050H","M","Medical Practitioners","4535"
"9050H","N","Nurse Practitioners","4535"
"9051J","M","Medical Practitioners","4535"
"9051J","N","Nurse Practitioners","4535"
"9052K","M","Medical Practitioners","4535"
"9052K","N","Nurse Practitioners","4535"
"9053L","M","Medical Practitioners","4535"
"9053L","N","Nurse Practitioners","4535"
"9054M","M","Medical Practitioners","4535"
