atc_code,atc_description,atc_level,atc_parent_code,schedule_code
"N02CD08","zavegepant","5","N02CD","4535"
"N02CX","Other antimigraine preparations","4","N02C","4535"
"N02CX01","pizotifen","5","N02CX","4535"
"N02CX02","clonidine","5","N02CX","4535"
"N02CX03","iprazochrome","5","N02CX","4535"
"N02CX04","Sumatriptan","5","N02CX","4535"
"N02CX05","dimetotiazine","5","N02CX","4535"
"N02CX06","oxetorone","5","N02CX","4535"
"N02CX07","erenumab","5","N02CX","4535"
"N02CX08","galcanezumab","5","N02CX","4535"
"N03","ANTIEPILEPTICS","2","N","4535"
"N03A","ANTIEPILEPTICS","3","N03","4535"
"N03AA","Barbiturates and derivatives","4","N03A","4535"
"N03AA01","methylphenobarbital","5","N03AA","4535"
"N03AA02","phenobarbital","5","N03AA","4535"
"N03AA03","primidone","5","N03AA","4535"
"N03AA04","barbexaclone","5","N03AA","4535"
"N03AA30","metharbital","5","N03AA","4535"
"N03AB","Hydantoin derivatives","4","N03A","4535"
"N03AB01","ethotoin","5","N03AB","4535"
"N03AB02","phenytoin","5","N03AB","4535"
"N03AB03","amino(diphenylhydantoin) valeric acid","5","N03AB","4535"
"N03AB04","mephenytoin","5","N03AB","4535"
"N03AB05","fosphenytoin","5","N03AB","4535"
"N03AB52","phenytoin, combinations","5","N03AB","4535"
"N03AB54","mephenytoin, combinations","5","N03AB","4535"
"N03AC","Oxazolidine derivatives","4","N03A","4535"
"N03AC01","paramethadione","5","N03AC","4535"
"N03AC02","trimethadione","5","N03AC","4535"
"N03AC03","ethadione","5","N03AC","4535"
"N03AD","Succinimide derivatives","4","N03A","4535"
"N03AD01","ethosuximide","5","N03AD","4535"
"N03AD02","phensuximide","5","N03AD","4535"
"N03AD03","mesuximide","5","N03AD","4535"
"N03AD51","ethosuximide, combinations","5","N03AD","4535"
"N03AE","Benzodiazepine derivatives","4","N03A","4535"
"N03AE01","clonazepam","5","N03AE","4535"
"N03AF","Carboxamide derivatives","4","N03A","4535"
"N03AF01","carbamazepine","5","N03AF","4535"
"N03AF02","oxcarbazepine","5","N03AF","4535"
"N03AF03","rufinamide","5","N03AF","4535"
"N03AF04","eslicarbazepine","5","N03AF","4535"
"N03AG","Fatty acid derivatives","4","N03A","4535"
"N03AG01","valproic acid","5","N03AG","4535"
"N03AG02","valpromide","5","N03AG","4535"
"N03AG03","aminobutyric acid","5","N03AG","4535"
"N03AG04","vigabatrin","5","N03AG","4535"
"N03AG05","progabide","5","N03AG","4535"
"N03AG06","tiagabine","5","N03AG","4535"
"N03AX","Other antiepileptics","4","N03A","4535"
"N03AX03","sultiame","5","N03AX","4535"
"N03AX07","phenacemide","5","N03AX","4535"
"N03AX09","lamotrigine","5","N03AX","4535"
"N03AX10","felbamate","5","N03AX","4535"
"N03AX11","topiramate","5","N03AX","4535"
"N03AX12","gabapentin","5","N03AX","4535"
"N03AX13","pheneturide","5","N03AX","4535"
"N03AX14","levetiracetam","5","N03AX","4535"
"N03AX15","zonisamide","5","N03AX","4535"
"N03AX16","pregabalin","5","N03AX","4535"
"N03AX17","stiripentol","5","N03AX","4535"
"N03AX18","lacosamide","5","N03AX","4535"
"N03AX19","carisbamate","5","N03AX","4535"
"N03AX21","retigabine","5","N03AX","4535"
"N03AX22","perampanel","5","N03AX","4535"
"N03AX23","brivaracetam","5","N03AX","4535"
"N03AX24","cannabidiol","5","N03AX","4535"
"N03AX25","cenobamate","5","N03AX","4535"
"N03AX26","fenfluramine","5","N03AX","4535"
"N03AX27","ganaxolone","5","N03AX","4535"
"N03AX30","beclamide","5","N03AX","4535"
"N04","ANTI-PARKINSON DRUGS","2","N","4535"
"N04A","ANTICHOLINERGIC AGENTS","3","N04","4535"
"N04AA","Tertiary amines","4","N04A","4535"
"N04AA01","trihexyphenidyl","5","N04AA","4535"
"N04AA02","biperiden","5","N04AA","4535"
"N04AA03","metixene","5","N04AA","4535"
"N04AA04","procyclidine","5","N04AA","4535"
"N04AA05","profenamine","5","N04AA","4535"
"N04AA06","Tolperisone","5","N04AA","4535"
"N04AA08","dexetimide","5","N04AA","4535"
"N04AA09","phenglutarimide","5","N04AA","4535"
"N04AA10","mazaticol","5","N04AA","4535"
"N04AA11","bornaprine","5","N04AA","4535"
"N04AA12","tropatepine","5","N04AA","4535"
"N04AB","Ethers chemically close to antihistamines","4","N04A","4535"
"N04AB01","etanautine","5","N04AB","4535"
"N04AB02","orphenadrine (chloride)","5","N04AB","4535"
"N04AC","Ethers of tropine or tropine derivatives","4","N04A","4535"
"N04AC01","benzatropine","5","N04AC","4535"
"N04AC30","etybenzatropine","5","N04AC","4535"
"N04AD","DOPA AND DOPA DERIVATIVES","4","N04A","4535"
"N04AE","ADAMANTANE DERIVATIVES","4","N04A","4535"
"N04B","DOPAMINERGIC AGENTS","3","N04","4535"
"N04BA","Dopa and dopa derivatives","4","N04B","4535"
"N04BA01","levodopa","5","N04BA","4535"
"N04BA02","levodopa and decarboxylase inhibitor","5","N04BA","4535"
"N04BA03","levodopa, decarboxylase inhibitor and COMT inhibitor","5","N04BA","4535"
"N04BA04","melevodopa","5","N04BA","4535"
"N04BA05","melevodopa and decarboxylase inhibitor","5","N04BA","4535"
"N04BA06","etilevodopa and decarboxylase inhibitor","5","N04BA","4535"
"N04BA07","foslevodopa and decarboxylase inhibitor","5","N04BA","4535"
"N04BB","Adamantane derivatives","4","N04B","4535"
"N04BB01","amantadine","5","N04BB","4535"
"N04BC","Dopamine agonists","4","N04B","4535"
"N04BC01","bromocriptine","5","N04BC","4535"
"N04BC02","pergolide","5","N04BC","4535"
"N04BC03","dihydroergocryptine mesylate","5","N04BC","4535"
"N04BC04","ropinirole","5","N04BC","4535"
"N04BC05","pramipexole","5","N04BC","4535"
"N04BC06","cabergoline","5","N04BC","4535"
"N04BC07","apomorphine","5","N04BC","4535"
"N04BC08","piribedil","5","N04BC","4535"
"N04BC09","rotigotine","5","N04BC","4535"
"N04BD","Monoamine oxidase B inhibitors","4","N04B","4535"
"N04BD01","selegiline","5","N04BD","4535"
"N04BD02","rasagiline","5","N04BD","4535"
"N04BD03","safinamide","5","N04BD","4535"
"N04BX","Other dopaminergic agents","4","N04B","4535"
"N04BX01","tolcapone","5","N04BX","4535"
"N04BX02","entacapone","5","N04BX","4535"
"N04BX03","budipine","5","N04BX","4535"
"N04BX04","opicapone","5","N04BX","4535"
"N04C","OTHER ANTIPARKINSON DRUGS","3","N04","4535"
"N04CX","Other antiparkinson drugs","4","N04C","4535"
"N04CX01","istradefylline","5","N04CX","4535"
"N05","PSYCHOLEPTICS","2","N","4535"
"N05A","ANTIPSYCHOTICS","3","N05","4535"
"N05AA","Phenothiazines with aliphatic side-chain","4","N05A","4535"
"N05AA01","chlorpromazine","5","N05AA","4535"
"N05AA02","levomepromazine","5","N05AA","4535"
"N05AA03","promazine","5","N05AA","4535"
"N05AA04","acepromazine","5","N05AA","4535"
"N05AA05","triflupromazine","5","N05AA","4535"
"N05AA06","cyamemazine","5","N05AA","4535"
"N05AA07","chlorproethazine","5","N05AA","4535"
"N05AB","Phenothiazines with piperazine structure","4","N05A","4535"
"N05AB01","dixyrazine","5","N05AB","4535"
"N05AB02","fluphenazine","5","N05AB","4535"
"N05AB03","perphenazine","5","N05AB","4535"
"N05AB04","prochlorperazine","5","N05AB","4535"
"N05AB05","thiopropazate","5","N05AB","4535"
"N05AB06","trifluoperazine","5","N05AB","4535"
"N05AB07","acetophenazine","5","N05AB","4535"
"N05AB08","thioproperazine","5","N05AB","4535"
"N05AB09","butaperazine","5","N05AB","4535"
"N05AB10","perazine","5","N05AB","4535"
"N05AC","Phenothiazines with piperidine structure","4","N05A","4535"
"N05AC01","periciazine","5","N05AC","4535"
"N05AC02","thioridazine","5","N05AC","4535"
"N05AC03","mesoridazine","5","N05AC","4535"
"N05AC04","pipotiazine","5","N05AC","4535"
"N05AD","Butyrophenone derivatives","4","N05A","4535"
"N05AD01","haloperidol","5","N05AD","4535"
"N05AD02","trifluperidol","5","N05AD","4535"
"N05AD03","melperone","5","N05AD","4535"
"N05AD04","moperone","5","N05AD","4535"
"N05AD05","pipamperone","5","N05AD","4535"
"N05AD06","bromperidol","5","N05AD","4535"
"N05AD07","benperidol","5","N05AD","4535"
"N05AD08","droperidol","5","N05AD","4535"
"N05AD09","fluanisone","5","N05AD","4535"
"N05AD10","lumateperone","5","N05AD","4535"
"N05AE","Indole derivatives","4","N05A","4535"
"N05AE01","oxypertine","5","N05AE","4535"
"N05AE02","molindone","5","N05AE","4535"
"N05AE03","sertindole","5","N05AE","4535"
"N05AE04","ziprasidone","5","N05AE","4535"
"N05AE05","lurasidone","5","N05AE","4535"
"N05AF","Thioxanthene derivatives","4","N05A","4535"
"N05AF01","flupentixol","5","N05AF","4535"
"N05AF02","clopenthixol","5","N05AF","4535"
"N05AF03","chlorprothixene","5","N05AF","4535"
"N05AF04","tiotixene","5","N05AF","4535"
"N05AF05","zuclopenthixol","5","N05AF","4535"
"N05AG","Diphenylbutylpiperidine derivatives","4","N05A","4535"
"N05AG01","fluspirilene","5","N05AG","4535"
"N05AG02","pimozide","5","N05AG","4535"
"N05AG03","penfluridol","5","N05AG","4535"
"N05AH","Diazepines, oxazepines, thiazepines and oxepines","4","N05A","4535"
"N05AH01","loxapine","5","N05AH","4535"
"N05AH02","clozapine","5","N05AH","4535"
"N05AH03","olanzapine","5","N05AH","4535"
"N05AH04","quetiapine","5","N05AH","4535"
"N05AH05","asenapine","5","N05AH","4535"
"N05AH06","clotiapine","5","N05AH","4535"
"N05AH53","olanzapine and samidorphan","5","N05AH","4535"
"N05AK","Neuroleptics, in tardive dyskinesia","4","N05A","4535"
"N05AK01","Tetrabenazine","5","N05AK","4535"
"N05AL","Benzamides","4","N05A","4535"
"N05AL01","sulpiride","5","N05AL","4535"
"N05AL02","sultopride","5","N05AL","4535"
"N05AL03","tiapride","5","N05AL","4535"
"N05AL04","remoxipride","5","N05AL","4535"
"N05AL05","amisulpride","5","N05AL","4535"
"N05AL06","veralipride","5","N05AL","4535"
"N05AL07","levosulpiride","5","N05AL","4535"
"N05AN","Lithium","4","N05A","4535"
"N05AN01","lithium","5","N05AN","4535"
"N05AX","Other antipsychotics","4","N05A","4535"
"N05AX07","prothipendyl","5","N05AX","4535"
"N05AX08","risperidone","5","N05AX","4535"
"N05AX09","Clotiapine","5","N05AX","4535"
"N05AX10","mosapramine","5","N05AX","4535"
"N05AX11","zotepine","5","N05AX","4535"
"N05AX12","aripiprazole","5","N05AX","4535"
"N05AX13","paliperidone","5","N05AX","4535"
"N05AX14","iloperidone","5","N05AX","4535"
"N05AX15","cariprazine","5","N05AX","4535"
"N05AX16","brexpiprazole","5","N05AX","4535"
"N05AX17","pimavanserin","5","N05AX","4535"
"N05B","ANXIOLYTICS","3","N05","4535"
"N05BA","Benzodiazepine derivatives","4","N05B","4535"
"N05BA01","diazepam","5","N05BA","4535"
"N05BA02","chlordiazepoxide","5","N05BA","4535"
"N05BA03","medazepam","5","N05BA","4535"
"N05BA04","oxazepam","5","N05BA","4535"
"N05BA05","potassium clorazepate","5","N05BA","4535"
"N05BA06","lorazepam","5","N05BA","4535"
"N05BA07","adinazolam","5","N05BA","4535"
"N05BA08","bromazepam","5","N05BA","4535"
"N05BA09","clobazam","5","N05BA","4535"
"N05BA10","ketazolam","5","N05BA","4535"
"N05BA11","prazepam","5","N05BA","4535"
"N05BA12","alprazolam","5","N05BA","4535"
"N05BA13","halazepam","5","N05BA","4535"
"N05BA14","pinazepam","5","N05BA","4535"
"N05BA15","camazepam","5","N05BA","4535"
"N05BA16","nordazepam","5","N05BA","4535"
"N05BA17","fludiazepam","5","N05BA","4535"
"N05BA18","ethyl loflazepate","5","N05BA","4535"
"N05BA19","etizolam","5","N05BA","4535"
"N05BA21","clotiazepam","5","N05BA","4535"
"N05BA22","cloxazolam","5","N05BA","4535"
"N05BA23","tofisopam","5","N05BA","4535"
"N05BA24","bentazepam","5","N05BA","4535"
"N05BA25","mexazolam","5","N05BA","4535"
"N05BA56","lorazepam, combinations","5","N05BA","4535"
"N05BB","Diphenylmethane derivatives","4","N05B","4535"
"N05BB01","hydroxyzine","5","N05BB","4535"
"N05BB02","captodiame","5","N05BB","4535"
"N05BB51","hydroxyzine, combinations","5","N05BB","4535"
"N05BC","Carbamates","4","N05B","4535"
"N05BC01","meprobamate","5","N05BC","4535"
"N05BC03","emylcamate","5","N05BC","4535"
"N05BC04","mebutamate","5","N05BC","4535"
"N05BC51","meprobamate, combinations","5","N05BC","4535"
"N05BD","Dibenzo-bicyclo-octadiene derivatives","4","N05B","4535"
"N05BD01","benzoctamine","5","N05BD","4535"
"N05BE","Azaspirodecanedione derivatives","4","N05B","4535"
"N05BE01","buspirone","5","N05BE","4535"
"N05BX","Other anxiolytics","4","N05B","4535"
"N05BX01","mephenoxalone","5","N05BX","4535"
"N05BX02","gedocarnil","5","N05BX","4535"
"N05BX03","etifoxine","5","N05BX","4535"
"N05BX04","fabomotizole","5","N05BX","4535"
"N05BX05","Lavandulae aetheroleum","5","N05BX","4535"
"N05C","HYPNOTICS AND SEDATIVES","3","N05","4535"
"N05CA","Barbiturates, plain","4","N05C","4535"
"N05CA01","pentobarbital","5","N05CA","4535"
"N05CA02","amobarbital","5","N05CA","4535"
"N05CA03","butobarbital","5","N05CA","4535"
"N05CA04","barbital","5","N05CA","4535"
"N05CA05","aprobarbital","5","N05CA","4535"
"N05CA06","secobarbital","5","N05CA","4535"
"N05CA07","talbutal","5","N05CA","4535"
"N05CA08","vinylbital","5","N05CA","4535"
"N05CA09","vinbarbital","5","N05CA","4535"
"N05CA10","cyclobarbital","5","N05CA","4535"
"N05CA11","heptabarbital","5","N05CA","4535"
"N05CA12","reposal","5","N05CA","4535"
"N05CA15","methohexital","5","N05CA","4535"
"N05CA16","hexobarbital","5","N05CA","4535"
"N05CA19","thiopental","5","N05CA","4535"
"N05CA20","etallobarbital","5","N05CA","4535"
"N05CA21","allobarbital","5","N05CA","4535"
"N05CA22","proxibarbal","5","N05CA","4535"
"N05CB","Barbiturates, combinations","4","N05C","4535"
"N05CB01","combinations of barbiturates","5","N05CB","4535"
"N05CB02","barbiturates in combination with other drugs","5","N05CB","4535"
"N05CC","Aldehydes and derivatives","4","N05C","4535"
"N05CC01","chloral hydrate","5","N05CC","4535"
"N05CC02","chloralodol","5","N05CC","4535"
"N05CC03","acetylglycinamide chloral hydrate","5","N05CC","4535"
"N05CC04","dichloralphenazone","5","N05CC","4535"
"N05CC05","paraldehyde","5","N05CC","4535"
"N05CD","Benzodiazepine derivatives","4","N05C","4535"
"N05CD01","flurazepam","5","N05CD","4535"
"N05CD02","nitrazepam","5","N05CD","4535"
"N05CD03","flunitrazepam","5","N05CD","4535"
"N05CD04","estazolam","5","N05CD","4535"
"N05CD05","triazolam","5","N05CD","4535"
"N05CD06","lormetazepam","5","N05CD","4535"
"N05CD07","temazepam","5","N05CD","4535"
"N05CD08","midazolam","5","N05CD","4535"
"N05CD09","brotizolam","5","N05CD","4535"
"N05CD10","quazepam","5","N05CD","4535"
"N05CD11","loprazolam","5","N05CD","4535"
"N05CD12","doxefazepam","5","N05CD","4535"
"N05CD13","cinolazepam","5","N05CD","4535"
"N05CD14","remimazolam","5","N05CD","4535"
"N05CD15","nimetazepam","5","N05CD","4535"
"N05CE","Piperidinedione derivatives","4","N05C","4535"
"N05CE01","glutethimide","5","N05CE","4535"
"N05CE02","methyprylon","5","N05CE","4535"
"N05CE03","pyrithyldione","5","N05CE","4535"
"N05CF","Benzodiazepine related drugs","4","N05C","4535"
"N05CF01","zopiclone","5","N05CF","4535"
"N05CF02","zolpidem","5","N05CF","4535"
"N05CF03","zaleplon","5","N05CF","4535"
"N05CF04","eszopiclone","5","N05CF","4535"
"N05CG","Imidazopyridines","4","N05C","4535"
"N05CG01","Zolpidem","5","N05CG","4535"
"N05CH","Melatonin receptor agonists","4","N05C","4535"
"N05CH01","melatonin","5","N05CH","4535"
"N05CH02","ramelteon","5","N05CH","4535"
"N05CH03","tasimelteon","5","N05CH","4535"
"N05CJ","Orexin receptor antagonists","4","N05C","4535"
"N05CJ01","suvorexant","5","N05CJ","4535"
"N05CJ02","lemborexant","5","N05CJ","4535"
"N05CJ03","daridorexant","5","N05CJ","4535"
"N05CM","Other hypnotics and sedatives","4","N05C","4535"
"N05CM01","methaqualone","5","N05CM","4535"
"N05CM02","clomethiazole","5","N05CM","4535"
"N05CM03","bromisoval","5","N05CM","4535"
"N05CM04","carbromal","5","N05CM","4535"
"N05CM05","scopolamine","5","N05CM","4535"
"N05CM06","propiomazine","5","N05CM","4535"
"N05CM07","triclofos","5","N05CM","4535"
"N05CM08","ethchlorvynol","5","N05CM","4535"
"N05CM09","Valerianae radix","5","N05CM","4535"
"N05CM10","hexapropymate","5","N05CM","4535"
"N05CM11","bromides","5","N05CM","4535"
"N05CM12","apronal","5","N05CM","4535"
"N05CM13","valnoctamide","5","N05CM","4535"
"N05CM14","Zolpidem","5","N05CM","4535"
"N05CM15","methylpentynol","5","N05CM","4535"
"N05CM16","niaprazine","5","N05CM","4535"
"N05CM17","Melatonin","5","N05CM","4535"
"N05CM18","dexmedetomidine","5","N05CM","4535"
"N05CM19","suvorexant","5","N05CM","4535"
"N05CM21","lemborexant","5","N05CM","4535"
"N05CX","Hypnotics and sedatives in combination, excl. barbiturates","4","N05C","4535"
"N05CX01","meprobamate, combinations","5","N05CX","4535"
"N05CX02","methaqualone, combinations","5","N05CX","4535"
"N05CX03","methylpentynol, combinations","5","N05CX","4535"
"N05CX04","clomethiazole, combinations","5","N05CX","4535"
"N05CX05","emepronium, combinations","5","N05CX","4535"
"N05CX06","dipiperonylaminoethanol, combinations","5","N05CX","4535"
"N06","PSYCHOANALEPTICS","2","N","4535"
"N06A","ANTIDEPRESSANTS","3","N06","4535"
"N06AA","Non-selective monoamine reuptake inhibitors","4","N06A","4535"
"N06AA01","desipramine","5","N06AA","4535"
"N06AA02","imipramine","5","N06AA","4535"
"N06AA03","imipramine oxide","5","N06AA","4535"
"N06AA04","clomipramine","5","N06AA","4535"
"N06AA05","opipramol","5","N06AA","4535"
"N06AA06","trimipramine","5","N06AA","4535"
"N06AA07","lofepramine","5","N06AA","4535"
"N06AA08","dibenzepin","5","N06AA","4535"
"N06AA09","amitriptyline","5","N06AA","4535"
"N06AA10","nortriptyline","5","N06AA","4535"
"N06AA11","protriptyline","5","N06AA","4535"
"N06AA12","doxepin","5","N06AA","4535"
"N06AA13","iprindole","5","N06AA","4535"
"N06AA14","melitracen","5","N06AA","4535"
"N06AA15","butriptyline","5","N06AA","4535"
"N06AA16","dosulepin","5","N06AA","4535"
"N06AA17","amoxapine","5","N06AA","4535"
"N06AA18","dimetacrine","5","N06AA","4535"
"N06AA19","amineptine","5","N06AA","4535"
"N06AA21","maprotiline","5","N06AA","4535"
"N06AA22","Venlafaxine","5","N06AA","4535"
"N06AA23","quinupramine","5","N06AA","4535"
"N06AA24","Milnacipran","5","N06AA","4535"
"N06AB","Selective serotonin reuptake inhibitors","4","N06A","4535"
"N06AB01","Viloxazine","5","N06AB","4535"
"N06AB02","zimeldine","5","N06AB","4535"
"N06AB03","fluoxetine","5","N06AB","4535"
"N06AB04","citalopram","5","N06AB","4535"
"N06AB05","paroxetine","5","N06AB","4535"
"N06AB06","sertraline","5","N06AB","4535"
"N06AB07","alaproclate","5","N06AB","4535"
"N06AB08","fluvoxamine","5","N06AB","4535"
"N06AB09","etoperidone","5","N06AB","4535"
"N06AB10","escitalopram","5","N06AB","4535"
"N06AC","Tetracyclic derivatives","4","N06A","4535"
"N06AC01","Maprotiline","5","N06AC","4535"
"N06AC02","Mianserin","5","N06AC","4535"
"N06AD","Modified cyclic derivatives","4","N06A","4535"
"N06AD01","Nomifensine","5","N06AD","4535"
"N06AD02","Trazodone","5","N06AD","4535"
"N06AE","Monocyclic derivatives","4","N06A","4535"
"N06AE01","Alaproclate","5","N06AE","4535"
"N06AE02","Fluvoxamine","5","N06AE","4535"
"N06AE03","Minaprine","5","N06AE","4535"
"N06AE04","Bifemelane","5","N06AE","4535"
"N06AE05","Etoperidone","5","N06AE","4535"
"N06AE06","Venlafaxine","5","N06AE","4535"
"N06AE07","Nefazadone","5","N06AE","4535"
"N06AF","Monoamine oxidase inhibitors, non-selective","4","N06A","4535"
"N06AF01","isocarboxazid","5","N06AF","4535"
"N06AF02","nialamide","5","N06AF","4535"
"N06AF03","phenelzine","5","N06AF","4535"
"N06AF04","tranylcypromine","5","N06AF","4535"
"N06AF05","iproniazide","5","N06AF","4535"
"N06AF06","iproclozide","5","N06AF","4535"
"N06AG","Monoamine oxidase A inhibitors","4","N06A","4535"
"N06AG01","Tranylcypromine","5","N06AG","4535"
"N06AG02","moclobemide","5","N06AG","4535"
"N06AG03","toloxatone","5","N06AG","4535"
"N06AX","Other antidepressants","4","N06A","4535"
"N06AX01","oxitriptan","5","N06AX","4535"
"N06AX02","tryptophan","5","N06AX","4535"
"N06AX03","mianserin","5","N06AX","4535"
"N06AX04","nomifensine","5","N06AX","4535"
"N06AX05","trazodone","5","N06AX","4535"
"N06AX06","nefazodone","5","N06AX","4535"
"N06AX07","minaprine","5","N06AX","4535"
"N06AX08","bifemelane","5","N06AX","4535"
"N06AX09","viloxazine","5","N06AX","4535"
"N06AX10","oxaflozane","5","N06AX","4535"
"N06AX11","mirtazapine","5","N06AX","4535"
"N06AX12","bupropion","5","N06AX","4535"
"N06AX13","medifoxamine","5","N06AX","4535"
"N06AX14","tianeptine","5","N06AX","4535"
"N06AX15","pivagabine","5","N06AX","4535"
"N06AX16","venlafaxine","5","N06AX","4535"
"N06AX17","milnacipran","5","N06AX","4535"
"N06AX18","reboxetine","5","N06AX","4535"
"N06AX19","gepirone","5","N06AX","4535"
"N06AX21","duloxetine","5","N06AX","4535"
"N06AX22","agomelatine","5","N06AX","4535"
"N06AX23","desvenlafaxine","5","N06AX","4535"
"N06AX24","vilazodone","5","N06AX","4535"
"N06AX25","Hyperici herba","5","N06AX","4535"
"N06AX26","vortioxetine","5","N06AX","4535"
"N06AX27","esketamine","5","N06AX","4535"
"N06AX28","levomilnacipran","5","N06AX","4535"
"N06AX29","brexanolone","5","N06AX","4535"
"N06AX31","zuranolone","5","N06AX","4535"
"N06AX62","bupropion and dextromethorphan","5","N06AX","4535"
"N06AZ","OTHER ANTIDEPRESSANTS","4","N06A","4535"
"N06B","PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS","3","N06","4535"
"N06BA","Centrally acting sympathomimetics","4","N06B","4535"
"N06BA01","amfetamine","5","N06BA","4535"
"N06BA02","dexamfetamine","5","N06BA","4535"
"N06BA03","metamfetamine","5","N06BA","4535"
"N06BA04","methylphenidate","5","N06BA","4535"
"N06BA05","pemoline","5","N06BA","4535"
"N06BA06","fencamfamin","5","N06BA","4535"
"N06BA07","modafinil","5","N06BA","4535"
"N06BA08","fenozolone","5","N06BA","4535"
"N06BA09","atomoxetine","5","N06BA","4535"
"N06BA10","fenetylline","5","N06BA","4535"
"N06BA11","dexmethylphenidate","5","N06BA","4535"
"N06BA12","lisdexamfetamine","5","N06BA","4535"
"N06BA13","armodafinil","5","N06BA","4535"
"N06BA14","solriamfetol","5","N06BA","4535"
"N06BA15","dexmethylphenidate and serdexmethylphenidate","5","N06BA","4535"
"N06BB","Bicyclic compounds","4","N06B","4535"
"N06BB01","Methylphenidate","5","N06BB","4535"
"N06BB02","Pemoline","5","N06BB","4535"
"N06BB03","Fencamfamin","5","N06BB","4535"
"N06BB04","Prolintane","5","N06BB","4535"
"N06BC","Xanthine derivatives","4","N06B","4535"
"N06BC01","caffeine","5","N06BC","4535"
"N06BC02","propentofylline","5","N06BC","4535"
"N06BD","Tricyclic compounds","4","N06B","4535"
"N06BD01","Pipradrol","5","N06BD","4535"
"N06BX","Other psychostimulants and nootropics","4","N06B","4535"
"N06BX01","meclofenoxate","5","N06BX","4535"
"N06BX02","pyritinol","5","N06BX","4535"
"N06BX03","piracetam","5","N06BX","4535"
"N06BX04","deanol","5","N06BX","4535"
"N06BX05","fipexide","5","N06BX","4535"
"N06BX06","citicoline","5","N06BX","4535"
"N06BX07","oxiracetam","5","N06BX","4535"
"N06BX08","pirisudanol","5","N06BX","4535"
"N06BX09","linopirdine","5","N06BX","4535"
"N06BX10","nizofenone","5","N06BX","4535"
"N06BX11","aniracetam","5","N06BX","4535"
"N06BX12","acetylcarnitine","5","N06BX","4535"
"N06BX13","idebenone","5","N06BX","4535"
"N06BX14","prolintane","5","N06BX","4535"
"N06BX15","pipradrol","5","N06BX","4535"
"N06BX16","pramiracetam","5","N06BX","4535"
"N06BX17","adrafinil","5","N06BX","4535"
"N06BX18","vinpocetine","5","N06BX","4535"
"N06BX19","Ginkgo biloba","5","N06BX","4535"
"N06BX21","temgicoluril","5","N06BX","4535"
"N06BX22","phenibut","5","N06BX","4535"
"N06C","PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION","3","N06","4535"
"N06CA","Antidepressants in combination with psycholeptics","4","N06C","4535"
"N06CA01","amitriptyline and psycholeptics","5","N06CA","4535"
"N06CA02","melitracen and psycholeptics","5","N06CA","4535"
"N06CA03","fluoxetine and psycholeptics","5","N06CA","4535"
"N06CB","Psychostimulants in combination with psycholeptics","4","N06C","4535"
"N06D","ANTI-DEMENTIA DRUGS","3","N06","4535"
"N06DA","Anticholinesterases","4","N06D","4535"
"N06DA01","tacrine","5","N06DA","4535"
"N06DA02","donepezil","5","N06DA","4535"
"N06DA03","rivastigmine","5","N06DA","4535"
"N06DA04","galantamine","5","N06DA","4535"
"N06DA05","ipidacrine","5","N06DA","4535"
"N06DA52","donepezil and memantine","5","N06DA","4535"
"N06DA53","donepezil, memantine and Ginkgo folium","5","N06DA","4535"
"N06DX","Other anti-dementia drugs","4","N06D","4535"
"N06DX01","memantine","5","N06DX","4535"
"N06DX02","Ginkgo folium","5","N06DX","4535"
"N06DX03","aducanumab","5","N06DX","4535"
"N06DX04","lecanemab","5","N06DX","4535"
"N06DX05","donanemab","5","N06DX","4535"
"N06DX30","combinations","5","N06DX","4535"
"N07","OTHER NERVOUS SYSTEM DRUGS","2","N","4535"
"N07A","PARASYMPATHOMIMETICS","3","N07","4535"
"N07AA","Anticholinesterases","4","N07A","4535"
"N07AA01","neostigmine","5","N07AA","4535"
"N07AA02","pyridostigmine","5","N07AA","4535"
"N07AA03","distigmine","5","N07AA","4535"
"N07AA04","Tacrine","5","N07AA","4535"
"N07AA05","Donepezil","5","N07AA","4535"
"N07AA06","Rivastigmine","5","N07AA","4535"
"N07AA30","ambenonium","5","N07AA","4535"
"N07AA51","neostigmine, combinations","5","N07AA","4535"
"N07AB","Choline esters","4","N07A","4535"
"N07AB01","carbachol","5","N07AB","4535"
"N07AB02","bethanechol","5","N07AB","4535"
"N07AX","Other parasympathomimetics","4","N07A","4535"
"N07AX01","pilocarpine","5","N07AX","4535"
"N07AX02","choline alfoscerate","5","N07AX","4535"
"N07AX03","cevimeline","5","N07AX","4535"
"N07B","DRUGS USED IN ADDICTIVE DISORDERS","3","N07","4535"
"N07BA","Drugs used in nicotine dependence","4","N07B","4535"
"N07BA01","nicotine","5","N07BA","4535"
"N07BA02","Bupropion","5","N07BA","4535"
"N07BA03","varenicline","5","N07BA","4535"
"N07BA04","cytisinicline","5","N07BA","4535"
"N07BB","Drugs used in alcohol dependence","4","N07B","4535"
"N07BB01","disulfiram","5","N07BB","4535"
"N07BB02","calcium carbimide","5","N07BB","4535"
"N07BB03","acamprosate","5","N07BB","4535"
"N07BB04","naltrexone","5","N07BB","4535"
"N07BB05","nalmefene","5","N07BB","4535"
"N07BB06","ondelopran","5","N07BB","4535"
